Device_ID,Timestamp,RSRP_dBm,RSRQ_dB,SINR_dB,CPU_Usage_Percent,Available_CPU_Percent,Max_CPU_Frequency_MHz,CPU_Temperature_C,Used_Memory_GB,Total_Memory_GB,Memory_Usage_Percent,Available_Memory_Percent,Available_Memory_GB,Used_Storage_GB,Total_Storage_GB,Storage_Usage_Percent,Available_Storage_Percent,Available_Storage_GB,Active_Tasks
raspberry_pi_4A,2025-06-25T10:03:46Z,-109.4,-14.1,3.1,80.6,19.4,2362.8,51.7,2.1,4,52.5,47.5,1.9,12.67,32,39.6,60.4,19.33,196
raspberry_pi_4A,2025-06-25T10:04:16Z,-90.3,-13.8,8.5,85.3,14.7,1744.4,67.9,2.46,4,61.5,38.5,1.54,9.24,32,28.9,71.1,22.76,165
raspberry_pi_4A,2025-06-25T10:04:46Z,-112.1,-7.9,-2.7,64.4,35.6,1301.3,52.2,1.59,4,39.8,60.2,2.41,9.76,32,30.5,69.5,22.24,111
raspberry_pi_4A,2025-06-25T10:05:16Z,-101.1,-13.4,20.2,19.5,80.5,1022,69.5,1.04,4,26,74,2.96,7.63,32,23.8,76.2,24.37,110
raspberry_pi_4A,2025-06-25T10:05:46Z,-112.8,-9.4,4.6,47.6,52.4,1528.4,67,2.65,4,66.2,33.8,1.35,5.19,32,16.2,83.8,26.81,156
raspberry_pi_4A,2025-06-25T10:06:16Z,-96.3,-14.7,18.9,54.3,45.7,1478,44.8,2.1,4,52.5,47.5,1.9,14.28,32,44.6,55.4,17.72,187
raspberry_pi_4A,2025-06-25T10:06:46Z,-105.4,-9.5,-4.9,55.9,44.1,1647.2,62.7,1.35,4,33.8,66.2,2.65,13.3,32,41.6,58.4,18.7,190
raspberry_pi_4A,2025-06-25T10:07:16Z,-98.1,-5.5,10.2,27.8,72.2,1098.8,55.8,1.71,4,42.8,57.2,2.29,11.11,32,34.7,65.3,20.89,151
raspberry_pi_4A,2025-06-25T10:07:46Z,-98.2,-9.6,9,17.9,82.1,1128.2,54.3,2.35,4,58.8,41.2,1.65,11.83,32,37,63,20.17,136
raspberry_pi_4A,2025-06-25T10:08:16Z,-100.4,-7.2,21.9,65.1,34.9,1152.5,41.5,2.63,4,65.8,34.2,1.37,8.26,32,25.8,74.2,23.74,198
raspberry_pi_4A,2025-06-25T10:08:46Z,-90.7,-13.9,-4.1,27.3,72.7,1023.5,66.3,1.43,4,35.8,64.2,2.57,10.64,32,33.2,66.8,21.36,104
raspberry_pi_4A,2025-06-25T10:09:16Z,-92.9,-10.1,-4.6,71.5,28.5,1020.5,48.1,1.13,4,28.2,71.8,2.87,14.16,32,44.2,55.8,17.84,125
raspberry_pi_4A,2025-06-25T10:09:46Z,-89.9,-5.2,14.1,45.8,54.2,2203,63,2.86,4,71.5,28.5,1.14,7.57,32,23.7,76.3,24.43,153
raspberry_pi_4A,2025-06-25T10:10:16Z,-104.5,-9.4,7.1,67.3,32.7,1145.8,42.8,2.24,4,56,44,1.76,7.51,32,23.5,76.5,24.49,127
raspberry_pi_4A,2025-06-25T10:10:46Z,-113.1,-14.1,13.3,40.5,59.5,2267.1,64.8,1.74,4,43.5,56.5,2.26,7.89,32,24.7,75.3,24.11,118
raspberry_pi_4A,2025-06-25T10:11:16Z,-87.4,-9.8,16,46.2,53.8,1011,65.7,1.23,4,30.8,69.2,2.77,13.75,32,43,57,18.25,100
raspberry_pi_4A,2025-06-25T10:11:46Z,-96.5,-9.9,23.5,69.4,30.6,1538.7,56.4,2.93,4,73.2,26.8,1.07,12.92,32,40.4,59.6,19.08,161
raspberry_pi_4A,2025-06-25T10:12:16Z,-89.2,-10.8,19.7,56.4,43.6,1814.7,42.1,1.36,4,34,66,2.64,10.39,32,32.5,67.5,21.61,100
raspberry_pi_4A,2025-06-25T10:12:46Z,-90.1,-12.5,13.5,76.9,23.1,2073,66.3,1.3,4,32.5,67.5,2.7,14.58,32,45.6,54.4,17.42,117
raspberry_pi_4A,2025-06-25T10:13:16Z,-88.6,-5.5,5.1,77.2,22.8,1853,46.1,1.43,4,35.8,64.2,2.57,10.73,32,33.5,66.5,21.27,170
raspberry_pi_4A,2025-06-25T10:13:46Z,-113.7,-5,15,86.4,13.6,1620.3,60.7,2.43,4,60.8,39.2,1.57,6.82,32,21.3,78.7,25.18,153
raspberry_pi_4A,2025-06-25T10:14:16Z,-109.6,-14.4,12.5,40.9,59.1,2196.3,59,2.9,4,72.5,27.5,1.1,8.28,32,25.9,74.1,23.72,167
raspberry_pi_4A,2025-06-25T10:14:46Z,-100.8,-5.7,5.3,80.9,19.1,1470.9,41.6,2.92,4,73,27,1.08,12,32,37.5,62.5,20,101
raspberry_pi_4A,2025-06-25T10:15:16Z,-98.3,-12.7,24.5,43.2,56.8,1300.6,59.5,2.5,4,62.5,37.5,1.5,8.02,32,25.1,74.9,23.98,145
raspberry_pi_4A,2025-06-25T10:15:46Z,-101.6,-10.8,-1.4,66.9,33.1,1141.1,59,1.38,4,34.5,65.5,2.62,9.86,32,30.8,69.2,22.14,166
raspberry_pi_4A,2025-06-25T10:16:16Z,-85.6,-8.7,0.6,59.5,40.5,1578.5,46.1,2.6,4,65,35,1.4,7.95,32,24.8,75.2,24.05,197
raspberry_pi_4A,2025-06-25T10:16:46Z,-87.1,-10.8,3.9,14.8,85.2,2371.1,47.2,2.66,4,66.5,33.5,1.34,6.52,32,20.4,79.6,25.48,194
raspberry_pi_4A,2025-06-25T10:17:16Z,-85.9,-8.8,6.7,20.2,79.8,1730.1,54,1.62,4,40.5,59.5,2.38,6.97,32,21.8,78.2,25.03,120
raspberry_pi_4A,2025-06-25T10:17:46Z,-86.3,-12,1.8,16.9,83.1,1743.5,73.2,2.78,4,69.5,30.5,1.22,7.3,32,22.8,77.2,24.7,195
raspberry_pi_4A,2025-06-25T10:18:16Z,-85.3,-10.3,19,59.5,40.5,1471.4,58.2,2.13,4,53.2,46.8,1.87,9.04,32,28.2,71.8,22.96,128
raspberry_pi_4A,2025-06-25T10:18:46Z,-102.2,-8.2,24.1,21.3,78.7,1405.2,46.2,1.38,4,34.5,65.5,2.62,14.8,32,46.2,53.8,17.2,184
raspberry_pi_4A,2025-06-25T10:19:16Z,-101.4,-13.7,15.7,70.5,29.5,1738.2,74.9,2.64,4,66,34,1.36,14.77,32,46.2,53.8,17.23,167
raspberry_pi_4A,2025-06-25T10:19:46Z,-91.5,-7,-1.4,49.7,50.3,1896.6,58.5,2.25,4,56.2,43.8,1.75,6.11,32,19.1,80.9,25.89,137
raspberry_pi_4A,2025-06-25T10:20:16Z,-99.1,-9.5,22.3,75.6,24.4,1719.1,40.5,2.54,4,63.5,36.5,1.46,11.61,32,36.3,63.7,20.39,169
raspberry_pi_4A,2025-06-25T10:20:46Z,-101,-11.3,4.4,79.3,20.7,1233.1,73.8,1.57,4,39.2,60.8,2.43,6.21,32,19.4,80.6,25.79,102
raspberry_pi_4A,2025-06-25T10:21:16Z,-95.3,-12.4,10.5,51.3,48.7,2083.3,71.4,2.69,4,67.2,32.8,1.31,8.07,32,25.2,74.8,23.93,101
raspberry_pi_4A,2025-06-25T10:21:46Z,-93.6,-6.7,19.6,56,44,1418.5,72.2,1.54,4,38.5,61.5,2.46,5.08,32,15.9,84.1,26.92,174
raspberry_pi_4A,2025-06-25T10:22:16Z,-91.8,-5.2,-3.2,22,78,2210.2,72.6,1.66,4,41.5,58.5,2.34,8.62,32,26.9,73.1,23.38,189
raspberry_pi_4A,2025-06-25T10:22:46Z,-88.1,-12.2,10.9,24.5,75.5,1460,44.9,2.54,4,63.5,36.5,1.46,10.72,32,33.5,66.5,21.28,148
raspberry_pi_4A,2025-06-25T10:23:16Z,-100.8,-8,-4.5,16.8,83.2,1177.5,54.7,1.11,4,27.8,72.2,2.89,9.07,32,28.3,71.7,22.93,142
raspberry_pi_4A,2025-06-25T10:23:46Z,-106.7,-7,9.5,88.4,11.6,1532.2,66.7,2.99,4,74.8,25.2,1.01,10.62,32,33.2,66.8,21.38,110
raspberry_pi_4A,2025-06-25T10:24:16Z,-100.7,-7.9,1.1,28.8,71.2,1823,49.1,1.89,4,47.2,52.8,2.11,6.42,32,20.1,79.9,25.58,140
raspberry_pi_4A,2025-06-25T10:24:46Z,-105.6,-14.7,6.2,76.4,23.6,1679.8,72.8,1.63,4,40.8,59.2,2.37,7.6,32,23.8,76.2,24.4,173
raspberry_pi_4A,2025-06-25T10:25:16Z,-102,-8.4,17.3,30.3,69.7,2071.5,78.4,1.35,4,33.8,66.2,2.65,9.48,32,29.6,70.4,22.52,102
raspberry_pi_4A,2025-06-25T10:25:46Z,-89.6,-13.1,23.5,85.6,14.4,1989.2,76.4,1.05,4,26.2,73.8,2.95,8.96,32,28,72,23.04,115
raspberry_pi_4A,2025-06-25T10:26:16Z,-113.8,-6.6,10,80.9,19.1,1942.4,41,2.21,4,55.2,44.8,1.79,13.31,32,41.6,58.4,18.69,126
raspberry_pi_4A,2025-06-25T10:26:46Z,-110.8,-5.3,18.8,42.8,57.2,1591.4,56.5,1.52,4,38,62,2.48,8.38,32,26.2,73.8,23.62,138
raspberry_pi_4A,2025-06-25T10:27:16Z,-111,-9,-0.2,61.2,38.8,1077,58.2,2.22,4,55.5,44.5,1.78,5.05,32,15.8,84.2,26.95,167
raspberry_pi_4A,2025-06-25T10:27:46Z,-99.9,-12.3,13.3,45.4,54.6,2232.2,65.9,2.06,4,51.5,48.5,1.94,14.83,32,46.3,53.7,17.17,149
raspberry_pi_4A,2025-06-25T10:28:16Z,-114.4,-6.3,8.8,79.8,20.2,1951.2,79.9,1.65,4,41.2,58.8,2.35,12.05,32,37.7,62.3,19.95,150
raspberry_pi_4A,2025-06-25T10:28:46Z,-88,-12.9,5.7,60.6,39.4,1315.7,58.8,2.41,4,60.2,39.8,1.59,13.36,32,41.8,58.2,18.64,110
raspberry_pi_4A,2025-06-25T10:29:16Z,-106,-9.6,1.4,10,90,2125.8,57.2,1.31,4,32.8,67.2,2.69,14.84,32,46.4,53.6,17.16,125
raspberry_pi_4A,2025-06-25T10:29:46Z,-111.4,-13.6,12.6,80.5,19.5,2268.4,52.2,2.25,4,56.2,43.8,1.75,13.62,32,42.6,57.4,18.38,157
raspberry_pi_4A,2025-06-25T10:30:16Z,-108.6,-8.4,-3.5,45.6,54.4,1057.1,68.9,1.02,4,25.5,74.5,2.98,5.1,32,15.9,84.1,26.9,197
raspberry_pi_4A,2025-06-25T10:30:46Z,-104.9,-6.9,0.6,76,24,1484.3,46.5,2.22,4,55.5,44.5,1.78,12.4,32,38.8,61.2,19.6,194
raspberry_pi_4A,2025-06-25T10:31:16Z,-92.2,-7.3,22.4,22.7,77.3,1646.5,62.2,2.87,4,71.8,28.2,1.13,12.53,32,39.2,60.8,19.47,101
raspberry_pi_4A,2025-06-25T10:31:46Z,-92.2,-9.4,24.4,50.1,49.9,1776.9,69,2.32,4,58,42,1.68,13.45,32,42,58,18.55,113
raspberry_pi_4A,2025-06-25T10:32:16Z,-95.9,-12.6,11.4,45.1,54.9,1034.9,78.3,1.96,4,49,51,2.04,10.41,32,32.5,67.5,21.59,104
raspberry_pi_4A,2025-06-25T10:32:46Z,-89.4,-14,21,79.8,20.2,2378.7,79.1,1.84,4,46,54,2.16,10.81,32,33.8,66.2,21.19,121
raspberry_pi_4A,2025-06-25T10:33:16Z,-110,-11.4,7.5,31.1,68.9,1918.6,43.2,2.18,4,54.5,45.5,1.82,7.82,32,24.4,75.6,24.18,129
raspberry_pi_4A,2025-06-25T10:33:46Z,-92,-5.3,20.9,86.4,13.6,1521.8,40.7,2.12,4,53,47,1.88,9.46,32,29.6,70.4,22.54,133
raspberry_pi_4A,2025-06-25T10:34:16Z,-104.1,-10.1,8.2,60.9,39.1,2284.1,40.7,2.06,4,51.5,48.5,1.94,11.37,32,35.5,64.5,20.63,132
raspberry_pi_4A,2025-06-25T10:34:46Z,-91.7,-5.7,8.6,63.6,36.4,2252.6,41,2.98,4,74.5,25.5,1.02,9.42,32,29.4,70.6,22.58,129
raspberry_pi_4A,2025-06-25T10:35:16Z,-101.1,-7,12.9,88,12,1181.6,56.3,1.87,4,46.8,53.2,2.13,8.46,32,26.4,73.6,23.54,187
raspberry_pi_4A,2025-06-25T10:35:46Z,-93,-14.2,-3.3,84.6,15.4,1795.4,73.3,2.85,4,71.2,28.8,1.15,9.96,32,31.1,68.9,22.04,182
raspberry_pi_4A,2025-06-25T10:36:16Z,-87.9,-11.8,12.1,80.9,19.1,1214.5,70.8,2.21,4,55.2,44.8,1.79,6.69,32,20.9,79.1,25.31,163
raspberry_pi_4A,2025-06-25T10:36:46Z,-92.3,-13.6,7.8,59,41,1718.1,68.3,2.32,4,58,42,1.68,13.04,32,40.8,59.2,18.96,126
raspberry_pi_4A,2025-06-25T10:37:16Z,-90.7,-13,13.9,82,18,1670.9,76.7,2.15,4,53.8,46.2,1.85,12.1,32,37.8,62.2,19.9,162
raspberry_pi_4A,2025-06-25T10:37:46Z,-112.3,-11.6,-4,78.7,21.3,1419.3,69.1,2.54,4,63.5,36.5,1.46,5.16,32,16.1,83.9,26.84,170
raspberry_pi_4A,2025-06-25T10:38:16Z,-114.1,-14.9,1.2,43.9,56.1,1482.8,52.2,2.76,4,69,31,1.24,11.91,32,37.2,62.8,20.09,111
raspberry_pi_4A,2025-06-25T10:38:46Z,-94.7,-11.2,6.7,52.3,47.7,1645.1,68.2,1.04,4,26,74,2.96,14.13,32,44.2,55.8,17.87,136
raspberry_pi_4A,2025-06-25T10:39:16Z,-109,-13.7,12.8,50.8,49.2,1748.6,65.7,1.58,4,39.5,60.5,2.42,9.88,32,30.9,69.1,22.12,126
raspberry_pi_4A,2025-06-25T10:39:46Z,-103.9,-8.5,6.2,63.6,36.4,1220.5,44.5,2.88,4,72,28,1.12,7.69,32,24,76,24.31,175
raspberry_pi_4A,2025-06-25T10:40:16Z,-110.9,-6,11.6,69.8,30.2,1232.5,49.3,1.43,4,35.8,64.2,2.57,14.19,32,44.3,55.7,17.81,130
raspberry_pi_4A,2025-06-25T10:40:46Z,-87.8,-8.1,8.7,51.5,48.5,1591.9,62.5,1.78,4,44.5,55.5,2.22,9.24,32,28.9,71.1,22.76,194
raspberry_pi_4A,2025-06-25T10:41:16Z,-91.2,-11.5,4.7,70.5,29.5,1527,52.7,1.38,4,34.5,65.5,2.62,11.67,32,36.5,63.5,20.33,115
raspberry_pi_4A,2025-06-25T10:41:46Z,-104.5,-7.6,1.5,66.3,33.7,2277.7,71,2.66,4,66.5,33.5,1.34,5.85,32,18.3,81.7,26.15,142
raspberry_pi_4A,2025-06-25T10:42:16Z,-100.5,-13.7,2.2,84.2,15.8,1977.1,65.5,2.79,4,69.8,30.2,1.21,5.92,32,18.5,81.5,26.08,169
raspberry_pi_4A,2025-06-25T10:42:46Z,-112.6,-11.5,3.8,76.7,23.3,1670.3,47.8,1.19,4,29.8,70.2,2.81,14.5,32,45.3,54.7,17.5,173
raspberry_pi_4A,2025-06-25T10:43:16Z,-112.5,-12.4,4.5,71.4,28.6,1240.5,67.6,1.97,4,49.2,50.8,2.03,10.45,32,32.7,67.3,21.55,150
raspberry_pi_4A,2025-06-25T10:43:46Z,-98.2,-9.3,5.3,79.9,20.1,1095.1,66,1.18,4,29.5,70.5,2.82,9.81,32,30.7,69.3,22.19,163
raspberry_pi_4A,2025-06-25T10:44:16Z,-88.1,-12.6,10.9,26.9,73.1,1972.7,79.3,2.61,4,65.2,34.8,1.39,8.93,32,27.9,72.1,23.07,178
raspberry_pi_4A,2025-06-25T10:44:46Z,-112.5,-10.3,17.8,64.7,35.3,2141.2,41,2.69,4,67.2,32.8,1.31,7.46,32,23.3,76.7,24.54,156
raspberry_pi_4A,2025-06-25T10:45:16Z,-95.5,-13.8,12.2,26.2,73.8,1222.2,68.6,2.7,4,67.5,32.5,1.3,14.74,32,46.1,53.9,17.26,139
raspberry_pi_4A,2025-06-25T10:45:46Z,-114.2,-5.9,-4.7,78.3,21.7,2239,76.6,1.57,4,39.2,60.8,2.43,13.09,32,40.9,59.1,18.91,150
raspberry_pi_4A,2025-06-25T10:46:16Z,-105.7,-10,22.6,40.1,59.9,2001.8,42.8,1.59,4,39.8,60.2,2.41,14,32,43.8,56.2,18,103
raspberry_pi_4A,2025-06-25T10:46:46Z,-109.5,-12.7,2,18.5,81.5,1521.2,43,2.98,4,74.5,25.5,1.02,5.08,32,15.9,84.1,26.92,121
raspberry_pi_4A,2025-06-25T10:47:16Z,-95.9,-7.5,0.3,55.1,44.9,2353.7,70.5,2.06,4,51.5,48.5,1.94,14.56,32,45.5,54.5,17.44,124
raspberry_pi_4A,2025-06-25T10:47:46Z,-113.3,-10,12,51.8,48.2,1557,78.4,1.28,4,32,68,2.72,7.28,32,22.8,77.2,24.72,132
raspberry_pi_4A,2025-06-25T10:48:16Z,-100.8,-12.2,7.4,89.6,10.4,1708.8,73.6,1.31,4,32.8,67.2,2.69,7.89,32,24.7,75.3,24.11,157
raspberry_pi_4A,2025-06-25T10:48:46Z,-88.4,-13,15.4,56.5,43.5,1012.5,51.7,2.18,4,54.5,45.5,1.82,11.06,32,34.6,65.4,20.94,147
raspberry_pi_4A,2025-06-25T10:49:16Z,-89.6,-9.3,23.5,16.5,83.5,2280.9,50,2,4,50,50,2,5.13,32,16,84,26.87,151
raspberry_pi_4A,2025-06-25T10:49:46Z,-112.7,-5.6,0.4,67.7,32.3,2349.5,57.2,2.18,4,54.5,45.5,1.82,7.73,32,24.2,75.8,24.27,105
raspberry_pi_4A,2025-06-25T10:50:16Z,-114.7,-9,10.3,39.6,60.4,1453.9,41,1.77,4,44.2,55.8,2.23,5.14,32,16.1,83.9,26.86,193
raspberry_pi_4A,2025-06-25T10:50:46Z,-110.4,-6.1,19,51.5,48.5,1708.3,74.2,2.46,4,61.5,38.5,1.54,9.67,32,30.2,69.8,22.33,111
raspberry_pi_4A,2025-06-25T10:51:16Z,-89.7,-9,12.8,77.9,22.1,1695.8,64.9,1.8,4,45,55,2.2,8.68,32,27.1,72.9,23.32,140
raspberry_pi_4A,2025-06-25T10:51:46Z,-113.6,-9.1,3,48.7,51.3,1922.8,43.2,2.88,4,72,28,1.12,7.72,32,24.1,75.9,24.28,179
raspberry_pi_4A,2025-06-25T10:52:16Z,-96.3,-13.2,24.1,50.9,49.1,1583.3,60.3,2.78,4,69.5,30.5,1.22,11.66,32,36.4,63.6,20.34,162
raspberry_pi_4A,2025-06-25T10:52:46Z,-111.8,-13,-1.4,45.6,54.4,1528.9,69.5,2.36,4,59,41,1.64,8.76,32,27.4,72.6,23.24,166
raspberry_pi_4A,2025-06-25T10:53:16Z,-99.1,-12.3,24.1,58.1,41.9,1179.6,48.3,1.88,4,47,53,2.12,8.15,32,25.5,74.5,23.85,173
raspberry_pi_4A,2025-06-25T10:53:46Z,-97.1,-13.2,-4.7,19.8,80.2,1060.3,68.6,2.15,4,53.8,46.2,1.85,9.5,32,29.7,70.3,22.5,114
raspberry_pi_4A,2025-06-25T10:54:16Z,-103.1,-10.9,17.5,18.5,81.5,1677.1,62.4,1.12,4,28,72,2.88,6.11,32,19.1,80.9,25.89,104
raspberry_pi_4A,2025-06-25T10:54:46Z,-93.4,-9.2,0.8,32.4,67.6,1533.9,63.5,1.34,4,33.5,66.5,2.66,12.34,32,38.6,61.4,19.66,140
raspberry_pi_4A,2025-06-25T10:55:16Z,-105.5,-7.1,14.2,87,13,1009.9,48.1,1.06,4,26.5,73.5,2.94,5.35,32,16.7,83.3,26.65,154
raspberry_pi_4A,2025-06-25T10:55:46Z,-97.5,-6.7,1.8,70.8,29.2,1419.2,61.6,1.19,4,29.8,70.2,2.81,5.5,32,17.2,82.8,26.5,171
raspberry_pi_4A,2025-06-25T10:56:16Z,-100.1,-14.6,2.8,55.3,44.7,1465.3,43.9,1.97,4,49.2,50.8,2.03,8.92,32,27.9,72.1,23.08,101
raspberry_pi_4A,2025-06-25T10:56:46Z,-114.5,-5.9,0.3,12.6,87.4,1110.1,57.4,2.08,4,52,48,1.92,6.97,32,21.8,78.2,25.03,188
raspberry_pi_4A,2025-06-25T10:57:16Z,-112.4,-11.6,8,73.8,26.2,1917.7,40.3,1.53,4,38.2,61.8,2.47,10.06,32,31.4,68.6,21.94,165
raspberry_pi_4A,2025-06-25T10:57:46Z,-94.6,-7.1,16.4,28.6,71.4,1220.3,44.9,1.64,4,41,59,2.36,8.29,32,25.9,74.1,23.71,190
raspberry_pi_4A,2025-06-25T10:58:16Z,-102.8,-6.9,23.2,69.9,30.1,1130.6,64.9,2.21,4,55.2,44.8,1.79,7.76,32,24.2,75.8,24.24,190
raspberry_pi_4A,2025-06-25T10:58:46Z,-88.2,-10.7,23.4,38.7,61.3,1703.4,78.7,1.09,4,27.3,72.7,2.91,13.37,32,41.8,58.2,18.63,147
raspberry_pi_4A,2025-06-25T10:59:16Z,-109.1,-10.3,13.1,61.2,38.8,2277,64,1.15,4,28.7,71.3,2.85,9.8,32,30.6,69.4,22.2,129
raspberry_pi_4A,2025-06-25T10:59:46Z,-91.6,-9.2,20.6,20.2,79.8,1115.3,67.4,1.64,4,41,59,2.36,14.91,32,46.6,53.4,17.09,170
raspberry_pi_4A,2025-06-25T11:00:16Z,-101.9,-7,2.1,78.9,21.1,2127,50.6,1.5,4,37.5,62.5,2.5,5.49,32,17.2,82.8,26.51,111
raspberry_pi_4A,2025-06-25T11:00:46Z,-112.6,-11,6.7,22.6,77.4,1759.9,41.5,1.08,4,27,73,2.92,8.37,32,26.2,73.8,23.63,198
raspberry_pi_4A,2025-06-25T11:01:16Z,-98.5,-7.3,16.6,60.3,39.7,2323.7,42,1.92,4,48,52,2.08,11.9,32,37.2,62.8,20.1,153
raspberry_pi_4A,2025-06-25T11:01:46Z,-94.8,-7.3,8,27.2,72.8,1478.8,66.3,2.63,4,65.8,34.2,1.37,13.92,32,43.5,56.5,18.08,143
raspberry_pi_4A,2025-06-25T11:02:16Z,-93.8,-6.6,17.8,64.4,35.6,2172.3,58.1,1.38,4,34.5,65.5,2.62,6.71,32,21,79,25.29,150
raspberry_pi_4A,2025-06-25T11:02:46Z,-98.7,-14.7,10.2,17.5,82.5,1675.8,53.4,1.66,4,41.5,58.5,2.34,10.25,32,32,68,21.75,196
raspberry_pi_4A,2025-06-25T11:03:16Z,-101.9,-8.5,6.8,29.4,70.6,1448.2,59.6,1.01,4,25.2,74.8,2.99,12.18,32,38.1,61.9,19.82,134
raspberry_pi_4A,2025-06-25T11:03:46Z,-103.1,-13.4,7.6,26.8,73.2,2157.1,74.9,2.02,4,50.5,49.5,1.98,5.03,32,15.7,84.3,26.97,163
raspberry_pi_4A,2025-06-25T11:04:16Z,-93.4,-7.2,1.9,29.3,70.7,1049.8,46.5,1.4,4,35,65,2.6,12.21,32,38.2,61.8,19.79,115
raspberry_pi_4A,2025-06-25T11:04:46Z,-104.9,-10.9,22.7,24,76,1938.4,64.3,1.18,4,29.5,70.5,2.82,9.36,32,29.2,70.8,22.64,177
raspberry_pi_4A,2025-06-25T11:05:16Z,-90.8,-6.4,1.8,63.1,36.9,1377.7,61,2.04,4,51,49,1.96,11.77,32,36.8,63.2,20.23,100
raspberry_pi_4A,2025-06-25T11:05:46Z,-98.3,-9.9,19.9,68.6,31.4,2137.3,66.2,1.4,4,35,65,2.6,6.57,32,20.5,79.5,25.43,187
raspberry_pi_4A,2025-06-25T11:06:16Z,-105.8,-12.1,9.5,54.9,45.1,1186,72.6,1.78,4,44.5,55.5,2.22,14.41,32,45,55,17.59,149
raspberry_pi_4A,2025-06-25T11:06:46Z,-98.8,-12.7,-1.9,20.2,79.8,2335.9,54.3,1.64,4,41,59,2.36,10.05,32,31.4,68.6,21.95,109
