Device_ID,Timestamp,RSRP_dBm,RSRQ_dB,SINR_dB,CPU_Usage_Percent,Available_CPU_Percent,Max_CPU_Frequency_MHz,CPU_Temperature_C,Used_Memory_GB,Total_Memory_GB,Memory_Usage_Percent,Available_Memory_Percent,Available_Memory_GB,Used_Storage_GB,Total_Storage_GB,Storage_Usage_Percent,Available_Storage_Percent,Available_Storage_GB,Active_Tasks
orange_pi_A,2025-06-25T10:06:46Z,-109.1,-10.2,22.2,36.1,63.9,1117.8,53.5,1.02,4,25.5,74.5,2.98,9.71,32,30.3,69.7,22.29,131
orange_pi_A,2025-06-25T10:07:16Z,-112.4,-9.7,2.4,10.5,89.5,1744.5,75.6,2.33,4,58.2,41.8,1.67,13.11,32,41,59,18.89,196
orange_pi_A,2025-06-25T10:07:46Z,-92.6,-6.9,22.3,47.9,52.1,1046.6,76.3,2.37,4,59.2,40.8,1.63,14.26,32,44.6,55.4,17.74,190
orange_pi_A,2025-06-25T10:08:16Z,-97.8,-9.1,20.4,88.6,11.4,1440,73,1.32,4,33,67,2.68,13.15,32,41.1,58.9,18.85,197
orange_pi_A,2025-06-25T10:08:46Z,-112.7,-13.9,18.4,83,17,2091,70.6,1.55,4,38.8,61.2,2.45,11.47,32,35.8,64.2,20.53,119
orange_pi_A,2025-06-25T10:09:16Z,-91.1,-9.2,2.9,30.5,69.5,1496,51.2,2.94,4,73.5,26.5,1.06,14.56,32,45.5,54.5,17.44,177
orange_pi_A,2025-06-25T10:09:46Z,-110.8,-5.4,-1.3,32.8,67.2,1822.2,47.4,1.27,4,31.8,68.2,2.73,7.42,32,23.2,76.8,24.58,125
orange_pi_A,2025-06-25T10:10:16Z,-111.8,-14.3,5.9,56.8,43.2,2135.1,76,1.12,4,28,72,2.88,7.43,32,23.2,76.8,24.57,168
orange_pi_A,2025-06-25T10:10:46Z,-90.2,-12.8,19.9,65.6,34.4,1511,76.4,2.99,4,74.8,25.2,1.01,7.08,32,22.1,77.9,24.92,158
orange_pi_A,2025-06-25T10:11:16Z,-113.7,-14.8,9.2,86.2,13.8,1573.3,66.1,1.86,4,46.5,53.5,2.14,10.48,32,32.8,67.2,21.52,159
orange_pi_A,2025-06-25T10:11:46Z,-86,-12,2,73,27,2066.1,59.8,2.24,4,56,44,1.76,9.58,32,29.9,70.1,22.42,190
orange_pi_A,2025-06-25T10:12:16Z,-109.6,-6.8,13.8,14.8,85.2,1604.9,62.1,1.59,4,39.8,60.2,2.41,11.27,32,35.2,64.8,20.73,164
orange_pi_A,2025-06-25T10:12:46Z,-98.3,-8.5,3.6,69.1,30.9,1433.5,71.6,1.31,4,32.8,67.2,2.69,5.5,32,17.2,82.8,26.5,117
orange_pi_A,2025-06-25T10:13:16Z,-90.7,-13,3.8,81.4,18.6,1775,69.8,2.99,4,74.8,25.2,1.01,11.59,32,36.2,63.8,20.41,116
orange_pi_A,2025-06-25T10:13:46Z,-91.7,-10.5,20,57.4,42.6,1479.2,71,2.7,4,67.5,32.5,1.3,13.57,32,42.4,57.6,18.43,115
orange_pi_A,2025-06-25T10:14:16Z,-108.3,-6.9,14.3,84.6,15.4,2148.8,49.6,2.89,4,72.2,27.8,1.11,10.95,32,34.2,65.8,21.05,130
orange_pi_A,2025-06-25T10:14:46Z,-85.6,-15,20.1,12,88,2020.3,64.9,1.62,4,40.5,59.5,2.38,6.24,32,19.5,80.5,25.76,183
orange_pi_A,2025-06-25T10:15:16Z,-100.4,-6.5,3.8,32.4,67.6,1903.4,77.6,1.45,4,36.2,63.8,2.55,8.62,32,26.9,73.1,23.38,168
orange_pi_A,2025-06-25T10:15:46Z,-95.1,-10.2,1.1,10.4,89.6,1601.1,55.6,2.31,4,57.8,42.2,1.69,9.2,32,28.7,71.3,22.8,158
orange_pi_A,2025-06-25T10:16:16Z,-110,-8.8,12.9,61.1,38.9,2250.9,40.6,2.03,4,50.7,49.3,1.97,12.75,32,39.8,60.2,19.25,119
orange_pi_A,2025-06-25T10:16:46Z,-88.3,-5.9,8.8,73.6,26.4,1078.1,52.5,1.44,4,36,64,2.56,13.83,32,43.2,56.8,18.17,138
orange_pi_A,2025-06-25T10:17:16Z,-87.9,-10.7,14.4,59.8,40.2,1898.8,53.8,2.15,4,53.8,46.2,1.85,14.77,32,46.2,53.8,17.23,183
orange_pi_A,2025-06-25T10:17:46Z,-113.6,-6.7,22.3,22.8,77.2,1859.9,54.6,1.93,4,48.2,51.8,2.07,12.57,32,39.3,60.7,19.43,110
orange_pi_A,2025-06-25T10:18:16Z,-103.7,-14.2,21.8,52.3,47.7,1428.6,61.4,1.88,4,47,53,2.12,6.45,32,20.2,79.8,25.55,195
orange_pi_A,2025-06-25T10:18:46Z,-106.1,-5.6,10.3,25,75,1776.7,45.3,2.76,4,69,31,1.24,7.95,32,24.8,75.2,24.05,172
orange_pi_A,2025-06-25T10:19:16Z,-95.6,-8.4,-3.6,64.2,35.8,1250.1,48.1,1.65,4,41.2,58.8,2.35,6.33,32,19.8,80.2,25.67,197
orange_pi_A,2025-06-25T10:19:46Z,-110.3,-7.6,19.9,81.6,18.4,2185.5,42.8,2.43,4,60.8,39.2,1.57,10.15,32,31.7,68.3,21.85,118
orange_pi_A,2025-06-25T10:20:16Z,-108.8,-13.5,16.5,43.6,56.4,1986.8,77.7,2.81,4,70.2,29.8,1.19,9.38,32,29.3,70.7,22.62,114
orange_pi_A,2025-06-25T10:20:46Z,-106.9,-14.4,-0.5,75.4,24.6,1727.6,46.3,2.97,4,74.2,25.8,1.03,8.38,32,26.2,73.8,23.62,144
orange_pi_A,2025-06-25T10:21:16Z,-99.3,-7.4,-1.4,49.6,50.4,1233.8,66.8,2.51,4,62.7,37.3,1.49,9.21,32,28.8,71.2,22.79,158
orange_pi_A,2025-06-25T10:21:46Z,-110.4,-14.6,11.8,23.5,76.5,1958.1,79.5,1.4,4,35,65,2.6,6.51,32,20.3,79.7,25.49,173
orange_pi_A,2025-06-25T10:22:16Z,-112.5,-8.1,0.4,65.2,34.8,1604.9,48.7,1.43,4,35.8,64.2,2.57,13.99,32,43.7,56.3,18.01,164
orange_pi_A,2025-06-25T10:22:46Z,-92.6,-15,-2.7,58.1,41.9,1229.7,69,1.1,4,27.5,72.5,2.9,13.72,32,42.9,57.1,18.28,180
orange_pi_A,2025-06-25T10:23:16Z,-86.9,-7.7,3.1,11.4,88.6,1846.9,57.5,2.31,4,57.8,42.2,1.69,5.45,32,17,83,26.55,181
orange_pi_A,2025-06-25T10:23:46Z,-110.7,-13,11.4,77.9,22.1,1570.2,41.3,2.85,4,71.2,28.8,1.15,6.2,32,19.4,80.6,25.8,165
orange_pi_A,2025-06-25T10:24:16Z,-103.5,-10.9,-1.3,35.3,64.7,2100.3,69.5,2.44,4,61,39,1.56,7.8,32,24.4,75.6,24.2,119
orange_pi_A,2025-06-25T10:24:46Z,-89,-6.7,15,48.3,51.7,1299.7,64.3,1.38,4,34.5,65.5,2.62,8.49,32,26.5,73.5,23.51,108
orange_pi_A,2025-06-25T10:25:16Z,-103,-6.5,15.5,32.7,67.3,2368.7,64.3,1.68,4,42,58,2.32,10.67,32,33.3,66.7,21.33,155
orange_pi_A,2025-06-25T10:25:46Z,-98.6,-5.7,20.6,47,53,1252.5,47,2.49,4,62.3,37.7,1.51,11.55,32,36.1,63.9,20.45,192
orange_pi_A,2025-06-25T10:26:16Z,-105.2,-6.6,14.1,11,89,1442.5,47.7,1.37,4,34.2,65.8,2.63,14.62,32,45.7,54.3,17.38,183
orange_pi_A,2025-06-25T10:26:46Z,-103.3,-12.6,19,27.9,72.1,2158.4,67.5,1.65,4,41.2,58.8,2.35,11.27,32,35.2,64.8,20.73,104
orange_pi_A,2025-06-25T10:27:16Z,-113.6,-10,3.6,21.5,78.5,1188.5,55.1,2.57,4,64.2,35.8,1.43,9.86,32,30.8,69.2,22.14,180
orange_pi_A,2025-06-25T10:27:46Z,-112.6,-11.6,0.2,78.7,21.3,1755.6,67,2.59,4,64.8,35.2,1.41,8.63,32,27,73,23.37,113
orange_pi_A,2025-06-25T10:28:16Z,-99.9,-13.3,1.2,71.3,28.7,1303.2,42.2,1.6,4,40,60,2.4,5.72,32,17.9,82.1,26.28,193
orange_pi_A,2025-06-25T10:28:46Z,-95.4,-11.8,20.3,57.1,42.9,2371.3,51.1,2.75,4,68.8,31.2,1.25,8.49,32,26.5,73.5,23.51,172
orange_pi_A,2025-06-25T10:29:16Z,-114.5,-6.6,13.5,80.6,19.4,1287.2,42.3,1.16,4,29,71,2.84,12.22,32,38.2,61.8,19.78,166
orange_pi_A,2025-06-25T10:29:46Z,-94.1,-10.3,-4.5,15.3,84.7,1388.7,41.7,2.88,4,72,28,1.12,13.44,32,42,58,18.56,184
orange_pi_A,2025-06-25T10:30:16Z,-107.6,-10.1,22.9,21.9,78.1,1293.9,65.3,1.19,4,29.8,70.2,2.81,11.45,32,35.8,64.2,20.55,171
orange_pi_A,2025-06-25T10:30:46Z,-104.1,-9.1,-4.2,46.9,53.1,2039.6,64,1.27,4,31.8,68.2,2.73,5.69,32,17.8,82.2,26.31,171
orange_pi_A,2025-06-25T10:31:16Z,-93.1,-8.5,12.1,24.7,75.3,1302.6,57.2,1.05,4,26.2,73.8,2.95,10.39,32,32.5,67.5,21.61,114
orange_pi_A,2025-06-25T10:31:46Z,-110.4,-7.5,16.3,47.9,52.1,1640,74.2,2.94,4,73.5,26.5,1.06,10.48,32,32.8,67.2,21.52,168
orange_pi_A,2025-06-25T10:32:16Z,-114,-8.1,8.9,79.1,20.9,1629.7,43.9,1.7,4,42.5,57.5,2.3,7.76,32,24.2,75.8,24.24,198
orange_pi_A,2025-06-25T10:32:46Z,-103.8,-8.4,12.8,19.3,80.7,1348.7,72.3,1.95,4,48.8,51.2,2.05,13.21,32,41.3,58.7,18.79,177
orange_pi_A,2025-06-25T10:33:16Z,-99.6,-8.4,17.3,10.5,89.5,1719.3,72.8,1.91,4,47.8,52.2,2.09,14.52,32,45.4,54.6,17.48,165
orange_pi_A,2025-06-25T10:33:46Z,-87,-8.7,1.7,83.5,16.5,2084.3,73.5,1.46,4,36.5,63.5,2.54,14.96,32,46.8,53.2,17.04,103
orange_pi_A,2025-06-25T10:34:16Z,-107.8,-5.9,0,54.1,45.9,2016,71.9,2.49,4,62.3,37.7,1.51,12.74,32,39.8,60.2,19.26,178
orange_pi_A,2025-06-25T10:34:46Z,-91.5,-5.9,1.8,72.5,27.5,1598.5,75.6,2.2,4,55,45,1.8,6.27,32,19.6,80.4,25.73,177
orange_pi_A,2025-06-25T10:35:16Z,-97.6,-10.2,-5,77,23,2038,63.2,2.56,4,64,36,1.44,11.18,32,34.9,65.1,20.82,127
orange_pi_A,2025-06-25T10:35:46Z,-113.8,-11.2,14.7,75.5,24.5,1711.2,60.8,1.88,4,47,53,2.12,14.85,32,46.4,53.6,17.15,155
orange_pi_A,2025-06-25T10:36:16Z,-93.1,-5.5,22.8,78.1,21.9,1633.9,44.2,1.37,4,34.2,65.8,2.63,11.94,32,37.3,62.7,20.06,106
orange_pi_A,2025-06-25T10:36:46Z,-113.3,-14.4,24.1,47.8,52.2,2239.6,76.3,2.63,4,65.8,34.2,1.37,10.21,32,31.9,68.1,21.79,122
orange_pi_A,2025-06-25T10:37:16Z,-89,-6.7,10.5,40.7,59.3,1025.3,64.4,1.78,4,44.5,55.5,2.22,11.57,32,36.2,63.8,20.43,178
orange_pi_A,2025-06-25T10:37:46Z,-98.5,-6.8,24.9,46.8,53.2,1912.6,74.3,2.11,4,52.8,47.2,1.89,9.84,32,30.8,69.2,22.16,126
orange_pi_A,2025-06-25T10:38:16Z,-111,-7.4,2.3,35.3,64.7,2102.7,48,2.56,4,64,36,1.44,9.15,32,28.6,71.4,22.85,158
orange_pi_A,2025-06-25T10:38:46Z,-94.3,-7.7,1,57.6,42.4,1640.1,46.1,2.33,4,58.2,41.8,1.67,9.8,32,30.6,69.4,22.2,177
orange_pi_A,2025-06-25T10:39:16Z,-96.3,-11.3,-3.3,20.5,79.5,1709.4,40.7,2.04,4,51,49,1.96,8.25,32,25.8,74.2,23.75,149
orange_pi_A,2025-06-25T10:39:46Z,-91.8,-13.2,9.2,82.3,17.7,2213.5,51.9,2.72,4,68,32,1.28,7.88,32,24.6,75.4,24.12,170
orange_pi_A,2025-06-25T10:40:16Z,-109.6,-13.7,6.1,80.6,19.4,1555.1,52.1,1.32,4,33,67,2.68,12.95,32,40.5,59.5,19.05,188
orange_pi_A,2025-06-25T10:40:46Z,-96.2,-12.2,19.3,16.9,83.1,1769.1,71.1,1.24,4,31,69,2.76,11.33,32,35.4,64.6,20.67,155
orange_pi_A,2025-06-25T10:41:16Z,-108.8,-9.8,10.6,82.6,17.4,1634.6,68.9,1.54,4,38.5,61.5,2.46,14.13,32,44.2,55.8,17.87,140
orange_pi_A,2025-06-25T10:41:46Z,-110.5,-12.8,2.1,67,33,1179.3,78.9,1.63,4,40.8,59.2,2.37,6.94,32,21.7,78.3,25.06,170
orange_pi_A,2025-06-25T10:42:16Z,-100.9,-9.8,1.8,56.2,43.8,1281.4,62.8,1.75,4,43.8,56.2,2.25,13.43,32,42,58,18.57,180
orange_pi_A,2025-06-25T10:42:46Z,-106.5,-7.8,16.9,56.4,43.6,1637.9,75.2,1.43,4,35.8,64.2,2.57,9.22,32,28.8,71.2,22.78,189
orange_pi_A,2025-06-25T10:43:16Z,-112.2,-6.1,-4.3,74.2,25.8,1120.3,60.3,1.86,4,46.5,53.5,2.14,13.95,32,43.6,56.4,18.05,157
orange_pi_A,2025-06-25T10:43:46Z,-106.4,-12,-1,73.7,26.3,1571.5,60.1,2.04,4,51,49,1.96,10.75,32,33.6,66.4,21.25,127
orange_pi_A,2025-06-25T10:44:16Z,-97,-11.1,21.1,26.2,73.8,1963,58.3,1.83,4,45.8,54.2,2.17,13.16,32,41.1,58.9,18.84,108
orange_pi_A,2025-06-25T10:44:46Z,-99.5,-7.2,10.8,29.8,70.2,2387.1,52.3,1.04,4,26,74,2.96,11.76,32,36.8,63.2,20.24,175
orange_pi_A,2025-06-25T10:45:16Z,-107.9,-11.9,3.7,78.7,21.3,2285.9,46.3,2.45,4,61.3,38.7,1.55,14.14,32,44.2,55.8,17.86,191
orange_pi_A,2025-06-25T10:45:46Z,-86.8,-10.5,-1.9,23.2,76.8,1178.3,45.4,2.59,4,64.8,35.2,1.41,5.37,32,16.8,83.2,26.63,155
orange_pi_A,2025-06-25T10:46:16Z,-86.4,-11.2,-4.7,33.3,66.7,1739.5,78.9,1.47,4,36.8,63.2,2.53,10.45,32,32.7,67.3,21.55,158
orange_pi_A,2025-06-25T10:46:46Z,-104,-8.5,4.7,25.8,74.2,1591.6,64.1,2.51,4,62.7,37.3,1.49,14.79,32,46.2,53.8,17.21,136
orange_pi_A,2025-06-25T10:47:16Z,-91.6,-5.3,6.1,53.7,46.3,2068.7,56.7,1.1,4,27.5,72.5,2.9,7.75,32,24.2,75.8,24.25,174
orange_pi_A,2025-06-25T10:47:46Z,-94,-13.9,20.3,58,42,1030.3,65.4,2.71,4,67.8,32.2,1.29,10.09,32,31.5,68.5,21.91,110
orange_pi_A,2025-06-25T10:48:16Z,-102,-12.2,10.4,40.7,59.3,1116.6,74.5,1.47,4,36.8,63.2,2.53,5.69,32,17.8,82.2,26.31,152
orange_pi_A,2025-06-25T10:48:46Z,-107.1,-13.8,-5,74.9,25.1,2057.1,46.4,1.33,4,33.2,66.8,2.67,6.95,32,21.7,78.3,25.05,110
orange_pi_A,2025-06-25T10:49:16Z,-103.3,-10.5,6.7,33.2,66.8,1115.7,78.8,2.47,4,61.8,38.2,1.53,7.92,32,24.8,75.2,24.08,189
orange_pi_A,2025-06-25T10:49:46Z,-97.1,-11.4,14.8,85.2,14.8,1428.2,68.2,1.91,4,47.8,52.2,2.09,8.69,32,27.2,72.8,23.31,123
orange_pi_A,2025-06-25T10:50:16Z,-96.3,-9,20.8,35.4,64.6,1246.3,41.6,2.17,4,54.2,45.8,1.83,6.54,32,20.4,79.6,25.46,193
orange_pi_A,2025-06-25T10:50:46Z,-112.7,-10,15,44.9,55.1,1836.2,76.5,1.47,4,36.8,63.2,2.53,10.91,32,34.1,65.9,21.09,148
orange_pi_A,2025-06-25T10:51:16Z,-106,-14.1,2.4,12.7,87.3,2204.5,54.2,1.72,4,43,57,2.28,14.93,32,46.7,53.3,17.07,115
orange_pi_A,2025-06-25T10:51:46Z,-94.8,-14.7,-1.1,75.2,24.8,1203.6,68.3,2.58,4,64.5,35.5,1.42,10.04,32,31.4,68.6,21.96,149
orange_pi_A,2025-06-25T10:52:16Z,-90.8,-9.2,-0.4,79.5,20.5,1258.7,75.7,1.48,4,37,63,2.52,5.41,32,16.9,83.1,26.59,173
orange_pi_A,2025-06-25T10:52:46Z,-86.4,-5.8,2.9,86.4,13.6,1034.6,72.7,1.25,4,31.2,68.8,2.75,7.86,32,24.6,75.4,24.14,144
orange_pi_A,2025-06-25T10:53:16Z,-92.5,-7,7.7,58.5,41.5,1276.8,69,2.9,4,72.5,27.5,1.1,12.72,32,39.8,60.2,19.28,149
orange_pi_A,2025-06-25T10:53:46Z,-106.2,-8.6,22.3,76.3,23.7,1159,59.7,1.69,4,42.2,57.8,2.31,14.55,32,45.5,54.5,17.45,171
orange_pi_A,2025-06-25T10:54:16Z,-114.8,-8.7,12.3,13.9,86.1,1003.5,49.8,1.73,4,43.2,56.8,2.27,5.11,32,16,84,26.89,104
orange_pi_A,2025-06-25T10:54:46Z,-103.2,-7.6,1.9,26.3,73.7,2209.5,46.9,1.29,4,32.2,67.8,2.71,6.49,32,20.3,79.7,25.51,138
orange_pi_A,2025-06-25T10:55:16Z,-104.2,-10.7,8.4,84.5,15.5,2314.1,58.9,1.56,4,39,61,2.44,9.94,32,31.1,68.9,22.06,108
orange_pi_A,2025-06-25T10:55:46Z,-89.2,-14.9,23.2,12.5,87.5,2169.4,65.7,1.51,4,37.8,62.2,2.49,8.73,32,27.3,72.7,23.27,149
orange_pi_A,2025-06-25T10:56:16Z,-111.8,-14,17.6,85.1,14.9,1204.6,54.2,2.35,4,58.8,41.2,1.65,10.44,32,32.6,67.4,21.56,110
orange_pi_A,2025-06-25T10:56:46Z,-112.7,-5.1,3.6,57.3,42.7,2245.8,62,1.58,4,39.5,60.5,2.42,6.49,32,20.3,79.7,25.51,118
orange_pi_A,2025-06-25T10:57:16Z,-108.9,-12.9,15.7,23.4,76.6,1639,71.3,2.92,4,73,27,1.08,12.46,32,38.9,61.1,19.54,151
orange_pi_A,2025-06-25T10:57:46Z,-105.5,-6.8,16.2,34.6,65.4,1473.5,42.7,1.26,4,31.5,68.5,2.74,11.87,32,37.1,62.9,20.13,183
orange_pi_A,2025-06-25T10:58:16Z,-114,-12.2,1.3,27,73,1391.3,77.4,2.02,4,50.5,49.5,1.98,8.54,32,26.7,73.3,23.46,197
orange_pi_A,2025-06-25T10:58:46Z,-91.5,-14.5,12.1,45.8,54.2,2348.1,46.9,1.03,4,25.8,74.2,2.97,11.48,32,35.9,64.1,20.52,179
orange_pi_A,2025-06-25T10:59:16Z,-111.9,-5.6,5.5,83.1,16.9,1442,52.9,2.53,4,63.2,36.8,1.47,5.51,32,17.2,82.8,26.49,144
orange_pi_A,2025-06-25T10:59:46Z,-91.1,-12.3,2.1,67.5,32.5,1864.6,61.5,2.97,4,74.2,25.8,1.03,11.69,32,36.5,63.5,20.31,189
orange_pi_A,2025-06-25T11:00:16Z,-101.5,-8.2,12,69,31,1344.7,57,1.66,4,41.5,58.5,2.34,8.74,32,27.3,72.7,23.26,102
orange_pi_A,2025-06-25T11:00:46Z,-108.9,-10,10.3,61.6,38.4,1311.4,52.7,1.99,4,49.8,50.2,2.01,12.12,32,37.9,62.1,19.88,198
orange_pi_A,2025-06-25T11:01:16Z,-99.7,-13.4,-1.1,72.8,27.2,1466.4,51.3,1.92,4,48,52,2.08,11.29,32,35.3,64.7,20.71,154
orange_pi_A,2025-06-25T11:01:46Z,-99.9,-10.7,24.6,25.8,74.2,2237.6,75.3,2.95,4,73.8,26.2,1.05,13.04,32,40.8,59.2,18.96,123
orange_pi_A,2025-06-25T11:02:16Z,-94,-11.8,24.8,69,31,1714.6,54.2,1.56,4,39,61,2.44,12.37,32,38.7,61.3,19.63,145
orange_pi_A,2025-06-25T11:02:46Z,-114.6,-11,18,31,69,1151.4,72,2.51,4,62.7,37.3,1.49,10.29,32,32.2,67.8,21.71,179
orange_pi_A,2025-06-25T11:03:16Z,-107.7,-12.6,2.5,61,39,1429.1,54.9,2.02,4,50.5,49.5,1.98,5.78,32,18.1,81.9,26.22,129
orange_pi_A,2025-06-25T11:03:46Z,-106.6,-8.5,0.7,25.5,74.5,1308.4,56.6,1.93,4,48.2,51.8,2.07,14.37,32,44.9,55.1,17.63,136
orange_pi_A,2025-06-25T11:04:16Z,-102.3,-9.8,15.9,25.2,74.8,1287.9,63,1.21,4,30.2,69.8,2.79,7.38,32,23.1,76.9,24.62,184
orange_pi_A,2025-06-25T11:04:46Z,-88.5,-11.6,1.4,52.1,47.9,1450.2,60.2,2.77,4,69.2,30.8,1.23,6.61,32,20.7,79.3,25.39,139
orange_pi_A,2025-06-25T11:05:16Z,-94.4,-7,4,39.6,60.4,2205.2,61,1.81,4,45.2,54.8,2.19,9.87,32,30.8,69.2,22.13,124
orange_pi_A,2025-06-25T11:05:46Z,-105,-6.9,12,78.6,21.4,2194.7,58.8,1.08,4,27,73,2.92,11.81,32,36.9,63.1,20.19,126
orange_pi_A,2025-06-25T11:06:16Z,-103.8,-9.1,19.3,57.4,42.6,1803.6,60,2.55,4,63.7,36.3,1.45,14.74,32,46.1,53.9,17.26,103
orange_pi_A,2025-06-25T11:06:46Z,-111.1,-12.7,3.7,37.2,62.8,1984.4,72.1,2.09,4,52.2,47.8,1.91,5.3,32,16.6,83.4,26.7,110
orange_pi_A,2025-06-25T11:07:16Z,-109.9,-14,25,26.7,73.3,1651.5,54.9,2.78,4,69.5,30.5,1.22,6.73,32,21,79,25.27,156
orange_pi_A,2025-06-25T11:07:46Z,-103.5,-8.5,11,83.4,16.6,2129.6,62.9,1.03,4,25.8,74.2,2.97,5.09,32,15.9,84.1,26.91,116
orange_pi_A,2025-06-25T11:08:16Z,-93.2,-13.5,19.9,47.3,52.7,1901.1,43,1.48,4,37,63,2.52,9.01,32,28.2,71.8,22.99,156
orange_pi_A,2025-06-25T11:08:46Z,-105.9,-6.2,-3.5,42.2,57.8,1853.3,40.1,2.78,4,69.5,30.5,1.22,14.06,32,43.9,56.1,17.94,185
orange_pi_A,2025-06-25T11:09:16Z,-106,-14.2,-0.5,57,43,1113.1,51.5,1.46,4,36.5,63.5,2.54,7.62,32,23.8,76.2,24.38,101
