Device_ID,Timestamp,RSRP_dBm,RSRQ_dB,SINR_dB,CPU_Usage_Percent,Available_CPU_Percent,Max_CPU_Frequency_MHz,CPU_Temperature_C,Used_Memory_GB,Total_Memory_GB,Memory_Usage_Percent,Available_Memory_Percent,Available_Memory_GB,Used_Storage_GB,Total_Storage_GB,Storage_Usage_Percent,Available_Storage_Percent,Available_Storage_GB,Active_Tasks
raspberry_pi_5B,2025-06-25T10:11:46Z,-109,-11.2,2,85.3,14.7,1062.9,49.6,2.41,4,60.2,39.8,1.59,12.05,32,37.7,62.3,19.95,106
raspberry_pi_5B,2025-06-25T10:12:16Z,-89.1,-9,0.2,15.3,84.7,1684.8,53.4,1.41,4,35.2,64.8,2.59,13.15,32,41.1,58.9,18.85,145
raspberry_pi_5B,2025-06-25T10:12:46Z,-99.3,-11.3,-0.4,79.1,20.9,1034.5,79,1.6,4,40,60,2.4,9.89,32,30.9,69.1,22.11,189
raspberry_pi_5B,2025-06-25T10:13:16Z,-96.9,-14.9,8.6,77.2,22.8,1003.1,65.6,2.14,4,53.5,46.5,1.86,9.99,32,31.2,68.8,22.01,145
raspberry_pi_5B,2025-06-25T10:13:46Z,-95,-10,5.2,88.4,11.6,1389,50.3,1.25,4,31.2,68.8,2.75,14.06,32,43.9,56.1,17.94,143
raspberry_pi_5B,2025-06-25T10:14:16Z,-89.2,-9.5,22.2,49.5,50.5,1968.6,63,1.34,4,33.5,66.5,2.66,11.36,32,35.5,64.5,20.64,114
raspberry_pi_5B,2025-06-25T10:14:46Z,-103.1,-8.1,4.8,14.3,85.7,2110.1,57.2,2.03,4,50.7,49.3,1.97,14.38,32,44.9,55.1,17.62,137
raspberry_pi_5B,2025-06-25T10:15:16Z,-112.9,-14.7,7.2,40.3,59.7,1563.6,43.2,2.92,4,73,27,1.08,7.59,32,23.7,76.3,24.41,101
raspberry_pi_5B,2025-06-25T10:15:46Z,-103,-14.1,20.2,57,43,1146,52.8,1.44,4,36,64,2.56,6.12,32,19.1,80.9,25.88,141
raspberry_pi_5B,2025-06-25T10:16:16Z,-87.1,-10.7,19.2,25.4,74.6,1992.8,58.5,2.71,4,67.8,32.2,1.29,5.27,32,16.5,83.5,26.73,186
raspberry_pi_5B,2025-06-25T10:16:46Z,-98.2,-8.7,-0.5,61.5,38.5,1514.5,71,2.54,4,63.5,36.5,1.46,5.28,32,16.5,83.5,26.72,109
raspberry_pi_5B,2025-06-25T10:17:16Z,-95.1,-9.6,-0.6,59.2,40.8,1644.3,43.5,2.32,4,58,42,1.68,10.52,32,32.9,67.1,21.48,138
raspberry_pi_5B,2025-06-25T10:17:46Z,-109.4,-10,4.5,13.4,86.6,2094,51.1,2.83,4,70.8,29.2,1.17,11.27,32,35.2,64.8,20.73,126
raspberry_pi_5B,2025-06-25T10:18:16Z,-112,-12.7,22.2,26.3,73.7,1366.6,46.4,1.71,4,42.8,57.2,2.29,8.45,32,26.4,73.6,23.55,144
raspberry_pi_5B,2025-06-25T10:18:46Z,-99.1,-10.3,5.3,43.6,56.4,1433.3,78.3,1.32,4,33,67,2.68,7.3,32,22.8,77.2,24.7,176
raspberry_pi_5B,2025-06-25T10:19:16Z,-109.6,-6.9,13.5,82,18,1229.5,78.8,2.05,4,51.2,48.8,1.95,6.59,32,20.6,79.4,25.41,194
raspberry_pi_5B,2025-06-25T10:19:46Z,-88.6,-10.1,8.7,38.8,61.2,1901.3,74.7,1.06,4,26.5,73.5,2.94,7.83,32,24.5,75.5,24.17,183
raspberry_pi_5B,2025-06-25T10:20:16Z,-87.5,-7,-0.9,44,56,2317.5,72.1,1.05,4,26.2,73.8,2.95,9.44,32,29.5,70.5,22.56,160
raspberry_pi_5B,2025-06-25T10:20:46Z,-102.5,-13.1,7.4,48.3,51.7,1361.7,53.7,2.53,4,63.2,36.8,1.47,6.61,32,20.7,79.3,25.39,164
raspberry_pi_5B,2025-06-25T10:21:16Z,-89.7,-11.2,22,22.5,77.5,1594.3,50.1,1.75,4,43.8,56.2,2.25,7.79,32,24.3,75.7,24.21,168
raspberry_pi_5B,2025-06-25T10:21:46Z,-94.5,-12.8,13.9,83.3,16.7,1175,63.5,1.49,4,37.2,62.8,2.51,12.06,32,37.7,62.3,19.94,181
raspberry_pi_5B,2025-06-25T10:22:16Z,-86.4,-12.5,7.4,15.4,84.6,1524.9,46.7,2.15,4,53.8,46.2,1.85,5.85,32,18.3,81.7,26.15,110
raspberry_pi_5B,2025-06-25T10:22:46Z,-97.7,-11.4,4.9,35.7,64.3,1674.6,47.1,2.84,4,71,29,1.16,7.67,32,24,76,24.33,119
raspberry_pi_5B,2025-06-25T10:23:16Z,-88.6,-13.3,20.2,67.4,32.6,1388.5,46,2.62,4,65.5,34.5,1.38,9.27,32,29,71,22.73,103
raspberry_pi_5B,2025-06-25T10:23:46Z,-101.9,-13.3,0.1,83.1,16.9,1457.6,45.6,1.28,4,32,68,2.72,6.53,32,20.4,79.6,25.47,184
raspberry_pi_5B,2025-06-25T10:24:16Z,-96.7,-8.2,-3.6,21.4,78.6,1601.1,55.1,2.81,4,70.2,29.8,1.19,5.41,32,16.9,83.1,26.59,168
raspberry_pi_5B,2025-06-25T10:24:46Z,-93.2,-7.9,10.9,41,59,1242.4,79.5,1.3,4,32.5,67.5,2.7,13.54,32,42.3,57.7,18.46,194
raspberry_pi_5B,2025-06-25T10:25:16Z,-89.5,-11.3,18.4,84,16,2373.4,60.5,2.19,4,54.8,45.2,1.81,14.85,32,46.4,53.6,17.15,191
raspberry_pi_5B,2025-06-25T10:25:46Z,-113.5,-12.4,4.2,52.8,47.2,1316.9,52,2.7,4,67.5,32.5,1.3,14.89,32,46.5,53.5,17.11,175
raspberry_pi_5B,2025-06-25T10:26:16Z,-96.2,-6.1,18.9,36.2,63.8,2218.5,44.7,2.03,4,50.7,49.3,1.97,5.29,32,16.5,83.5,26.71,122
raspberry_pi_5B,2025-06-25T10:26:46Z,-86.7,-10.7,9.1,80.6,19.4,1504.6,47.1,2.25,4,56.2,43.8,1.75,14.23,32,44.5,55.5,17.77,147
raspberry_pi_5B,2025-06-25T10:27:16Z,-113.8,-9.1,-0.8,46.1,53.9,1176.8,54.5,2.83,4,70.8,29.2,1.17,9.66,32,30.2,69.8,22.34,164
raspberry_pi_5B,2025-06-25T10:27:46Z,-85.7,-11,17.6,37.3,62.7,1202.7,55.1,1.85,4,46.2,53.8,2.15,10.18,32,31.8,68.2,21.82,105
raspberry_pi_5B,2025-06-25T10:28:16Z,-96.1,-6.4,20.5,27.9,72.1,1128.3,60.6,2.41,4,60.2,39.8,1.59,12.91,32,40.3,59.7,19.09,171
raspberry_pi_5B,2025-06-25T10:28:46Z,-87.6,-6.8,6.2,67.2,32.8,1776.4,41.2,1.67,4,41.8,58.2,2.33,10.29,32,32.2,67.8,21.71,106
raspberry_pi_5B,2025-06-25T10:29:16Z,-105.8,-13.4,6.1,88.2,11.8,1116.8,70.3,1.28,4,32,68,2.72,10.94,32,34.2,65.8,21.06,190
raspberry_pi_5B,2025-06-25T10:29:46Z,-89.2,-10.2,13.1,61.8,38.2,1518.8,59.7,1.35,4,33.8,66.2,2.65,5.36,32,16.8,83.2,26.64,198
raspberry_pi_5B,2025-06-25T10:30:16Z,-102.5,-9.8,-2.7,22.3,77.7,1178.8,47.2,2.44,4,61,39,1.56,9.12,32,28.5,71.5,22.88,102
raspberry_pi_5B,2025-06-25T10:30:46Z,-94.5,-5.1,24.5,34.8,65.2,1200.3,44.4,2.13,4,53.2,46.8,1.87,7.64,32,23.9,76.1,24.36,184
raspberry_pi_5B,2025-06-25T10:31:16Z,-98.4,-13.5,12.4,61.8,38.2,1055.9,77.6,2.83,4,70.8,29.2,1.17,11.07,32,34.6,65.4,20.93,170
raspberry_pi_5B,2025-06-25T10:31:46Z,-113.5,-5.2,0.9,55.2,44.8,2268.6,72.9,2.2,4,55,45,1.8,13.12,32,41,59,18.88,121
raspberry_pi_5B,2025-06-25T10:32:16Z,-88.5,-5.2,14.8,40.2,59.8,1303.5,51.8,1.84,4,46,54,2.16,13.25,32,41.4,58.6,18.75,163
raspberry_pi_5B,2025-06-25T10:32:46Z,-90.6,-5.7,6.6,57.9,42.1,1664.8,54.4,1.95,4,48.8,51.2,2.05,14.28,32,44.6,55.4,17.72,170
raspberry_pi_5B,2025-06-25T10:33:16Z,-90.3,-14.1,24,72.2,27.8,1386,71.5,2.27,4,56.8,43.2,1.73,6.37,32,19.9,80.1,25.63,142
raspberry_pi_5B,2025-06-25T10:33:46Z,-85,-6.2,3.9,87.6,12.4,1258.6,43.2,2,4,50,50,2,9.41,32,29.4,70.6,22.59,193
raspberry_pi_5B,2025-06-25T10:34:16Z,-111.4,-13.6,11.2,48.2,51.8,1470.8,45.6,1.96,4,49,51,2.04,5.12,32,16,84,26.88,133
raspberry_pi_5B,2025-06-25T10:34:46Z,-88.2,-12.1,3.8,36.7,63.3,2307.8,57.8,2.27,4,56.8,43.2,1.73,8.62,32,26.9,73.1,23.38,101
raspberry_pi_5B,2025-06-25T10:35:16Z,-111,-14.1,17.3,13.2,86.8,1538,70.9,2.92,4,73,27,1.08,8.43,32,26.3,73.7,23.57,126
raspberry_pi_5B,2025-06-25T10:35:46Z,-85.8,-8.6,23.4,44.5,55.5,2132.9,50.7,1.08,4,27,73,2.92,12.03,32,37.6,62.4,19.97,176
raspberry_pi_5B,2025-06-25T10:36:16Z,-94,-10.4,2.3,28.9,71.1,2080.4,76.6,1.14,4,28.5,71.5,2.86,12.15,32,38,62,19.85,196
raspberry_pi_5B,2025-06-25T10:36:46Z,-106.6,-11.6,-2.8,31.5,68.5,1810.4,73.1,1.35,4,33.8,66.2,2.65,11.04,32,34.5,65.5,20.96,185
raspberry_pi_5B,2025-06-25T10:37:16Z,-91.8,-12.3,6.5,58,42,2364.6,59.5,1.18,4,29.5,70.5,2.82,14.53,32,45.4,54.6,17.47,137
raspberry_pi_5B,2025-06-25T10:37:46Z,-85.6,-11,2,86.4,13.6,1652.2,75.9,2.29,4,57.2,42.8,1.71,7.05,32,22,78,24.95,159
raspberry_pi_5B,2025-06-25T10:38:16Z,-98,-13.6,-4.6,68.6,31.4,1908.8,60.4,2.01,4,50.2,49.8,1.99,11.71,32,36.6,63.4,20.29,149
raspberry_pi_5B,2025-06-25T10:38:46Z,-90.3,-11.9,4.3,48.8,51.2,1583.8,44.7,2.41,4,60.2,39.8,1.59,7.37,32,23,77,24.63,136
raspberry_pi_5B,2025-06-25T10:39:16Z,-110.1,-6.2,0.1,56.7,43.3,2306.6,66,1.99,4,49.8,50.2,2.01,7.77,32,24.3,75.7,24.23,113
raspberry_pi_5B,2025-06-25T10:39:46Z,-107.2,-15,19.8,20.7,79.3,2226.3,74,2.52,4,63,37,1.48,6.98,32,21.8,78.2,25.02,106
raspberry_pi_5B,2025-06-25T10:40:16Z,-98.4,-11.9,-2.2,49,51,2154.6,58,2.9,4,72.5,27.5,1.1,14.85,32,46.4,53.6,17.15,176
raspberry_pi_5B,2025-06-25T10:40:46Z,-112.6,-5.6,21.7,30.1,69.9,1791,70.6,2.45,4,61.3,38.7,1.55,8.2,32,25.6,74.4,23.8,165
raspberry_pi_5B,2025-06-25T10:41:16Z,-105.2,-6.9,17.4,64.1,35.9,1401.5,56.3,1.77,4,44.2,55.8,2.23,8.49,32,26.5,73.5,23.51,158
raspberry_pi_5B,2025-06-25T10:41:46Z,-89.8,-10.2,1.5,82.4,17.6,1058.5,79.1,1,4,25,75,3,6.48,32,20.2,79.8,25.52,143
raspberry_pi_5B,2025-06-25T10:42:16Z,-98.9,-7.9,-4.3,50.3,49.7,1392.5,62.5,1.47,4,36.8,63.2,2.53,13.73,32,42.9,57.1,18.27,121
raspberry_pi_5B,2025-06-25T10:42:46Z,-113.3,-11.1,2.7,66.8,33.2,1914.6,79.7,2.47,4,61.8,38.2,1.53,8.96,32,28,72,23.04,171
raspberry_pi_5B,2025-06-25T10:43:16Z,-92,-13.5,-4.3,77.9,22.1,1066.6,70.8,2.77,4,69.2,30.8,1.23,11.94,32,37.3,62.7,20.06,182
raspberry_pi_5B,2025-06-25T10:43:46Z,-103.1,-13.3,3.8,13.2,86.8,1769.3,66.2,1.74,4,43.5,56.5,2.26,12.76,32,39.9,60.1,19.24,197
raspberry_pi_5B,2025-06-25T10:44:16Z,-97.6,-11.4,12.8,56.1,43.9,1131.5,62,1.41,4,35.2,64.8,2.59,9.27,32,29,71,22.73,149
raspberry_pi_5B,2025-06-25T10:44:46Z,-93.5,-8.8,18.8,38,62,1761.8,78.6,1.48,4,37,63,2.52,6.58,32,20.6,79.4,25.42,179
raspberry_pi_5B,2025-06-25T10:45:16Z,-110.1,-10.9,-4.9,22.6,77.4,1747.4,69.3,1.93,4,48.2,51.8,2.07,5.75,32,18,82,26.25,141
raspberry_pi_5B,2025-06-25T10:45:46Z,-86.5,-14.3,-0.7,61.6,38.4,1408.4,79,2.49,4,62.3,37.7,1.51,5.15,32,16.1,83.9,26.85,100
raspberry_pi_5B,2025-06-25T10:46:16Z,-107.8,-10.9,14.3,30.4,69.6,1393.8,45.3,1.2,4,30,70,2.8,11.51,32,36,64,20.49,150
raspberry_pi_5B,2025-06-25T10:46:46Z,-103.7,-10.9,10,59.7,40.3,1418.1,59.2,1.46,4,36.5,63.5,2.54,7.74,32,24.2,75.8,24.26,164
raspberry_pi_5B,2025-06-25T10:47:16Z,-107.1,-6.4,23.2,57.9,42.1,1122,40.7,1.9,4,47.5,52.5,2.1,10.56,32,33,67,21.44,195
raspberry_pi_5B,2025-06-25T10:47:46Z,-100.8,-14.1,11.8,71.8,28.2,1477.8,64.9,2.17,4,54.2,45.8,1.83,6.04,32,18.9,81.1,25.96,165
raspberry_pi_5B,2025-06-25T10:48:16Z,-110,-5,6.2,34.5,65.5,2035.3,74.9,1.6,4,40,60,2.4,11.32,32,35.4,64.6,20.68,176
raspberry_pi_5B,2025-06-25T10:48:46Z,-88.6,-11.8,15.6,59.7,40.3,2284.2,55.2,1.85,4,46.2,53.8,2.15,6.41,32,20,80,25.59,117
raspberry_pi_5B,2025-06-25T10:49:16Z,-104.5,-12.9,0.6,46.5,53.5,1094.2,50.3,1.92,4,48,52,2.08,6.83,32,21.3,78.7,25.17,187
raspberry_pi_5B,2025-06-25T10:49:46Z,-87.9,-10.4,6.3,28.8,71.2,2234.9,73.7,2.03,4,50.7,49.3,1.97,11.74,32,36.7,63.3,20.26,169
raspberry_pi_5B,2025-06-25T10:50:16Z,-104.9,-13.6,7.6,10.4,89.6,2086.9,65.6,1.48,4,37,63,2.52,9.82,32,30.7,69.3,22.18,162
raspberry_pi_5B,2025-06-25T10:50:46Z,-100.6,-13,6.7,33,67,1185.7,63.3,2.86,4,71.5,28.5,1.14,13.81,32,43.2,56.8,18.19,164
raspberry_pi_5B,2025-06-25T10:51:16Z,-88.6,-14.4,2.9,23.4,76.6,1985.2,49.7,1.78,4,44.5,55.5,2.22,10.95,32,34.2,65.8,21.05,103
raspberry_pi_5B,2025-06-25T10:51:46Z,-101.4,-14.5,20.4,71.5,28.5,1312.1,75.7,2.95,4,73.8,26.2,1.05,9.86,32,30.8,69.2,22.14,189
raspberry_pi_5B,2025-06-25T10:52:16Z,-89.3,-8.2,9.7,57.8,42.2,1112.3,57.7,2.75,4,68.8,31.2,1.25,14.26,32,44.6,55.4,17.74,155
raspberry_pi_5B,2025-06-25T10:52:46Z,-86.6,-12.5,17,88.4,11.6,1625.1,69.2,1.03,4,25.8,74.2,2.97,5.02,32,15.7,84.3,26.98,187
raspberry_pi_5B,2025-06-25T10:53:16Z,-101.4,-7.9,12.8,13.9,86.1,1362.3,54.5,1.9,4,47.5,52.5,2.1,13.68,32,42.8,57.2,18.32,167
raspberry_pi_5B,2025-06-25T10:53:46Z,-92.7,-12.3,0.9,22.5,77.5,1981.9,42,1.99,4,49.8,50.2,2.01,6.4,32,20,80,25.6,135
raspberry_pi_5B,2025-06-25T10:54:16Z,-114.2,-13.8,13.7,17.2,82.8,1544.2,79.5,1.28,4,32,68,2.72,12.56,32,39.2,60.8,19.44,177
raspberry_pi_5B,2025-06-25T10:54:46Z,-87.1,-7.6,0.7,39.7,60.3,1642.5,60.8,1.26,4,31.5,68.5,2.74,11.64,32,36.4,63.6,20.36,193
raspberry_pi_5B,2025-06-25T10:55:16Z,-114.5,-8.1,17.5,14.5,85.5,1290.2,42.4,1.59,4,39.8,60.2,2.41,11.82,32,36.9,63.1,20.18,137
raspberry_pi_5B,2025-06-25T10:55:46Z,-114.9,-7.5,22,83,17,2083.2,52.5,2.46,4,61.5,38.5,1.54,13.31,32,41.6,58.4,18.69,158
raspberry_pi_5B,2025-06-25T10:56:16Z,-92.1,-6.1,1.9,22.7,77.3,2363.8,56.5,2.95,4,73.8,26.2,1.05,9.62,32,30.1,69.9,22.38,141
raspberry_pi_5B,2025-06-25T10:56:46Z,-107,-6.8,8.4,80.3,19.7,1504.5,74.8,2.32,4,58,42,1.68,9.9,32,30.9,69.1,22.1,159
raspberry_pi_5B,2025-06-25T10:57:16Z,-103.7,-6.6,-1.3,29.5,70.5,1765.3,53.2,1.85,4,46.2,53.8,2.15,9.46,32,29.6,70.4,22.54,132
raspberry_pi_5B,2025-06-25T10:57:46Z,-86.1,-6.8,22.5,49.9,50.1,1525,70.4,2.74,4,68.5,31.5,1.26,10.4,32,32.5,67.5,21.6,171
raspberry_pi_5B,2025-06-25T10:58:16Z,-108.6,-5.3,22.2,20.7,79.3,2000.8,64.4,2.29,4,57.2,42.8,1.71,7.36,32,23,77,24.64,153
raspberry_pi_5B,2025-06-25T10:58:46Z,-94.1,-10.4,8.5,62.3,37.7,2269.2,78.9,1.53,4,38.2,61.8,2.47,8.89,32,27.8,72.2,23.11,150
raspberry_pi_5B,2025-06-25T10:59:16Z,-114.2,-5.6,16.3,49.2,50.8,1422.8,46.7,2.04,4,51,49,1.96,10.21,32,31.9,68.1,21.79,104
raspberry_pi_5B,2025-06-25T10:59:46Z,-90.4,-5.1,12.9,60.9,39.1,2034.1,43.2,2.83,4,70.8,29.2,1.17,9.76,32,30.5,69.5,22.24,111
raspberry_pi_5B,2025-06-25T11:00:16Z,-108.8,-6.4,-0.2,81.4,18.6,2380.4,61.9,1.51,4,37.8,62.2,2.49,6.64,32,20.8,79.2,25.36,128
raspberry_pi_5B,2025-06-25T11:00:46Z,-95.8,-9.6,16.7,58.7,41.3,2039.7,66.4,1.34,4,33.5,66.5,2.66,7.26,32,22.7,77.3,24.74,146
raspberry_pi_5B,2025-06-25T11:01:16Z,-96.7,-5.3,15.7,45.4,54.6,1026.6,59.4,2.95,4,73.8,26.2,1.05,9.74,32,30.4,69.6,22.26,129
raspberry_pi_5B,2025-06-25T11:01:46Z,-107.8,-6.6,10.1,62.3,37.7,1878.7,52.5,1.85,4,46.2,53.8,2.15,8.77,32,27.4,72.6,23.23,193
raspberry_pi_5B,2025-06-25T11:02:16Z,-87.8,-7.6,8.3,81.5,18.5,2001.5,77.9,1.02,4,25.5,74.5,2.98,10.35,32,32.3,67.7,21.65,195
raspberry_pi_5B,2025-06-25T11:02:46Z,-96.6,-11.4,23.4,74.9,25.1,2354,74.8,2.53,4,63.2,36.8,1.47,5.09,32,15.9,84.1,26.91,135
raspberry_pi_5B,2025-06-25T11:03:16Z,-96,-13.9,1.1,49.5,50.5,1258.6,78.9,1.4,4,35,65,2.6,11.89,32,37.2,62.8,20.11,160
raspberry_pi_5B,2025-06-25T11:03:46Z,-87.3,-12.5,4.3,46.4,53.6,1586.9,69.8,2.48,4,62,38,1.52,8.06,32,25.2,74.8,23.94,158
raspberry_pi_5B,2025-06-25T11:04:16Z,-113.6,-10.2,24.9,29.6,70.4,1873.1,72.9,1.49,4,37.2,62.8,2.51,11.8,32,36.9,63.1,20.2,185
raspberry_pi_5B,2025-06-25T11:04:46Z,-110.7,-6,10.1,62.5,37.5,2054.4,58.3,1.08,4,27,73,2.92,7.04,32,22,78,24.96,174
raspberry_pi_5B,2025-06-25T11:05:16Z,-109.4,-11.4,21.3,14.7,85.3,2384.1,43.1,1.88,4,47,53,2.12,8.47,32,26.5,73.5,23.53,148
raspberry_pi_5B,2025-06-25T11:05:46Z,-104,-5.8,-0.3,18.2,81.8,1552.8,63.3,1.77,4,44.2,55.8,2.23,14.11,32,44.1,55.9,17.89,115
raspberry_pi_5B,2025-06-25T11:06:16Z,-109.5,-7.3,18.3,43.9,56.1,1799.1,51.7,1.96,4,49,51,2.04,11.84,32,37,63,20.16,179
raspberry_pi_5B,2025-06-25T11:06:46Z,-108.4,-11.2,-0.4,53.3,46.7,1341,72.3,1.96,4,49,51,2.04,11.49,32,35.9,64.1,20.51,121
